stock
stock;;;;;;;;;;
id;name;description;category;price;in_stock;rating;review_count;sku;manufacturer;country
11;Светильник Econex Highway 100 W3 5000К G2 IcePro;"Светильник Econex Highway 100 W3 5000К G2 IcePro
  Световой поток: 16000
  Мощность: 100Вт
  Срок:  дней";Серия Highway G2 IcePro;69215;Срок производства не более 10-14 дней;;;1014814420;Эконекс;РФ
12;Светильник Econex Highway 120 W3 4000К G2 IcePro;"Светильник Econex Highway 120 W3 4000К G2 IcePro
  Световой поток: 19200
  Мощность: 120Вт
  Срок:  дней";Серия Highway G2 IcePro;78757;Срок производства не более 10-14 дней;;;1014814421;Эконекс;РФ
13;Светильник Econex Highway 120 W3 5000К G2 IcePro;"Светильник Econex Highway 120 W3 5000К G2 IcePro
  Световой поток: 19200
  Мощность: 120Вт
  Срок:  дней";Серия Highway G2 IcePro;78757;Срок производства не более 10-14 дней;;;1014814422;Эконекс;РФ
14;Светильник Econex Highway 140 W3 4000К G2 IcePro;"Светильник Econex Highway 140 W3 4000К G2 IcePro
  Световой поток: 19200
  Мощность: 140Вт
  Срок:  дней";Серия Highway G2 IcePro;95436;Срок производства не более 10-14 дней;;;1014814423;Эконекс;РФ
15;Светильник Econex Highway 140 W3 5000К G2 IcePro;"Светильник Econex Highway 140 W3 5000К G2 IcePro
  Световой поток: 19200
  Мощность: 140Вт
  Срок:  дней";Серия Highway G2 IcePro;95436;Срок производства не более 10-14 дней;;;1014814424;Эконекс;РФ
16;Светильник Econex Highway 160 W3 4000К G2 IcePro;"Светильник Econex Highway 160 W3 4000К G2 IcePro
  Световой поток: 25600
  Мощность: 160Вт
  Срок:  дней";Серия Highway G2 IcePro;113281;Срок производства не более 10-14 дней;;;1014814425;Эконекс;РФ
17;Светильник Econex Highway 160 W3 5000К G2 IcePro;"Светильник Econex Highway 160 W3 5000К G2 IcePro
  Световой поток: 25600
  Мощность: 160Вт
  Срок:  дней";Серия Highway G2 IcePro;113281;Срок производства не более 10-14 дней;;;1014814426;Эконекс;РФ
18;Светильник Econex Highway 180 W3 4000К G2 IcePro;"Светильник Econex Highway 180 W3 4000К G2 IcePro
  Световой поток: 28800
  Мощность: 180Вт
  Срок:  дней";Серия Highway G2 IcePro;114156;Срок производства не более 10-14 дней;;;1014814427;Эконекс;РФ
19;Светильник Econex Highway 180 W3 5000К G2 IcePro;"Светильник Econex Highway 180 W3 5000К G2 IcePro
  Световой поток: 28800
  Мощность: 180Вт
  Срок:  дней";Серия Highway G2 IcePro;114156;Срок производства не более 10-14 дней;;;1014814428;Эконекс;РФ
20;Светильник Econex Highway 200 W3 4000К G2 IcePro;"Светильник Econex Highway 200 W3 4000К G2 IcePro
  Световой поток: 32000
  Мощность: 200Вт
  Срок:  дней";Серия Highway G2 IcePro;120145;Срок производства не более 10-14 дней;;;1014814429;Эконекс;РФ
21;Светильник Econex Highway 200 W3 5000К G2 IcePro;"Светильник Econex Highway 200 W3 5000К G2 IcePro
  Световой поток: 32000
  Мощность: 200Вт
  Срок:  дней";Серия Highway G2 IcePro;120145;Срок производства не более 10-14 дней;;;1014814430;Эконекс;РФ
22;Светильник Econex Road 60 W3 5000K G2;"Светильник Econex Road 60 W3 5000K G2
  Световой поток: 10200
  Мощность: 60Вт
  Срок:  дней";Серия Road G2;15709;Срок производства не более 10-14 дней;;;2106054;Эконекс;РФ
23;Светильник Econex Road 60 W3 4000K G2;"Светильник Econex Road 60 W3 4000K G2
  Световой поток: 10200
  Мощность: 60Вт
  Срок:  дней";Серия Road G2;15709;Срок производства не более 10-14 дней;;;2106064;Эконекс;РФ
24;Светильник Econex Road 70 W3 5000K G2;"Светильник Econex Road 70 W3 5000K G2
  Световой поток: 12200
  Мощность: 72Вт
  Срок:  дней";Серия Road G2;18991;Срок производства не более 10-14 дней;;;2107054;Эконекс;РФ
25;Светильник Econex Road 70 W3 5000K G2 AN;"Светильник Econex Road 70 W3 5000K G2 AN
  Световой поток: 12200
  Мощность: 72Вт
  Срок:  дней";Серия Road G2;21082;Срок производства не более 10-14 дней;;;2107056;Эконекс;РФ
26;Светильник Econex Road 70 W3 4000K G2;"Светильник Econex Road 70 W3 4000K G2
  Световой поток: 12200
  Мощность: 72Вт
  Срок:  дней";Серия Road G2;18991;Срок производства не более 10-14 дней;;;2107064;Эконекс;РФ
27;Светильник Econex Road 70 W3 4000K G2 AN;"Светильник Econex Road 70 W3 4000K G2 AN
  Световой поток: 12200
  Мощность: 72Вт
  Срок:  дней";Серия Road G2;21082;Срок производства не более 10-14 дней;;;2107066;Эконекс;РФ
28;Светильник Econex Road 100 W3 5000K G2;"Светильник Econex Road 100 W3 5000K G2
  Световой поток: 16000
  Мощность: 94Вт
  Срок:  дней";Серия Road G2;24569;Срок производства не более 10-14 дней;;;2110054;Эконекс;РФ
29;Светильник Econex Road 100 W3 5000K G2 AN;"Светильник Econex Road 100 W3 5000K G2 AN
  Световой поток: 16000
  Мощность: 94Вт
  Срок:  дней";Серия Road G2;27096;Срок производства не более 10-14 дней;;;2110056;Эконекс;РФ
30;Светильник Econex Road 100 W3 5000K G2 ND;"Светильник Econex Road 100 W3 5000K G2 ND
  Световой поток: 16000
  Мощность: 94Вт
  Срок:  дней";Серия Road G2;32786;Срок производства не более 10-14 дней;;;2110057;Эконекс;РФ
31;Светильник Econex Road 100 W3 4000K G2;"Светильник Econex Road 100 W3 4000K G2
  Световой поток: 16000
  Мощность: 94Вт
  Срок:  дней";Серия Road G2;24569;Срок производства не более 10-14 дней;;;2110064;Эконекс;РФ
32;Светильник Econex Road 100 W3 4000K G2 AN;"Светильник Econex Road 100 W3 4000K G2 AN
  Световой поток: 16000
  Мощность: 94Вт
  Срок:  дней";Серия Road G2;27096;Срок производства не более 10-14 дней;;;2110066;Эконекс;РФ
33;Светильник Econex Road 100 W3 4000K G2 ND;"Светильник Econex Road 100 W3 4000K G2 ND
  Световой поток: 16000
  Мощность: 94Вт
  Срок:  дней";Серия Road G2;32785;Срок производства не более 10-14 дней;;;2110067;Эконекс;РФ
34;Светильник Econex Road 120 W3 5000K G2;"Светильник Econex Road 120 W3 5000K G2
  Световой поток: 18400
  Мощность: 108Вт
  Срок:  дней";Серия Road G2;25928;Срок производства не более 10-14 дней;;;2112054;Эконекс;РФ
35;Светильник Econex Road 120 W3 5000K G2 AN;"Светильник Econex Road 120 W3 5000K G2 AN
  Световой поток: 18400
  Мощность: 108Вт
  Срок:  дней";Серия Road G2;27861;Срок производства не более 10-14 дней;;;2112056;Эконекс;РФ
36;Светильник Econex Road 120 W3 5000K G2 ND;"Светильник Econex Road 120 W3 5000K G2 ND
  Световой поток: 18400
  Мощность: 108Вт
  Срок:  дней";Серия Road G2;30699;Срок производства не более 10-14 дней;;;2112057;Эконекс;РФ
37;Светильник Econex Road 120 W3 4000K G2;"Светильник Econex Road 120 W3 4000K G2
  Световой поток: 18400
  Мощность: 108Вт
  Срок:  дней";Серия Road G2;25928;Срок производства не более 10-14 дней;;;2112064;Эконекс;РФ
38;Светильник Econex Road 120 W3 4000K G2 AN;"Светильник Econex Road 120 W3 4000K G2 AN
  Световой поток: 18400
  Мощность: 108Вт
  Срок:  дней";Серия Road G2;27861;Срок производства не более 10-14 дней;;;2112066;Эконекс;РФ
39;Светильник Econex Road 120 W3 4000K G2 ND;"Светильник Econex Road 120 W3 4000K G2 ND
  Световой поток: 18400
  Мощность: 108Вт
  Срок:  дней";Серия Road G2;30699;Срок производства не более 10-14 дней;;;2112067;Эконекс;РФ
40;Светильник Econex Road 140 W3 5000K G2;"Светильник Econex Road 140 W3 5000K G2
  Световой поток: 24000
  Мощность: 141Вт
  Срок:  дней";Серия Road G2;27320;Срок производства не более 10-14 дней;;;2114054;Эконекс;РФ
41;Светильник Econex Road 140 W3 5000K G2 AN;"Светильник Econex Road 140 W3 5000K G2 AN
  Световой поток: 24000
  Мощность: 141Вт
  Срок:  дней";Серия Road G2;29406;Срок производства не более 10-14 дней;;;2114056;Эконекс;РФ
42;Светильник Econex Road 140 W3 5000K G2 ND;"Светильник Econex Road 140 W3 5000K G2 ND
  Световой поток: 24000
  Мощность: 141Вт
  Срок:  дней";Серия Road G2;32678;Срок производства не более 10-14 дней;;;2114057;Эконекс;РФ
43;Светильник Econex Road 140 W3 4000K G2;"Светильник Econex Road 140 W3 4000K G2
  Световой поток: 24000
  Мощность: 141Вт
  Срок:  дней";Серия Road G2;27320;Срок производства не более 10-14 дней;;;2114064;Эконекс;РФ
44;Светильник Econex Road 140 W3 4000K G2 AN;"Светильник Econex Road 140 W3 4000K G2 AN
  Световой поток: 24000
  Мощность: 141Вт
  Срок:  дней";Серия Road G2;29406;Срок производства не более 10-14 дней;;;2114066;Эконекс;РФ
45;Светильник Econex Road 140 W3 4000K G2 ND;"Светильник Econex Road 140 W3 4000K G2 ND
  Световой поток: 24000
  Мощность: 141Вт
  Срок:  дней";Серия Road G2;32678;Срок производства не более 10-14 дней;;;2114067;Эконекс;РФ
46;Светильник Econex Road 25 W3 4000K G2 ST;"Светильник Econex Road 25 W3 4000K G2 ST
  Световой поток: 4420
  Мощность: 26Вт
  Срок:  дней";Серия Road ST;16840;Срок производства не более 10-14 дней;;;1012512554;Эконекс;РФ
47;Светильник Econex Road 25 W3 5000K G2 ST;"Светильник Econex Road 25 W3 5000K G2 ST
  Световой поток: 4420
  Мощность: 26Вт
  Срок:  дней";Серия Road ST;16840;Срок производства не более 10-14 дней;;;1012512555;Эконекс;РФ
48;Светильник Econex Road 50 W3 4000K G2 ST;"Светильник Econex Road 50 W3 4000K G2 ST
  Световой поток: 8830
  Мощность: 53Вт
  Срок:  дней";Серия Road ST;21460;Срок производства не более 10-14 дней;;;1012512738;Эконекс;РФ
49;Светильник Econex Road 50 W3 4000K G2 ST AN;"Светильник Econex Road 50 W3 4000K G2 ST AN
  Световой поток: 8830
  Мощность: 53Вт
  Срок:  дней";Серия Road ST;25075;Срок производства не более 10-14 дней;;;1012512740;Эконекс;РФ
50;Светильник Econex Road 50 W3 4000K G2 ST ND;"Светильник Econex Road 50 W3 4000K G2 ST ND
  Световой поток: 8830
  Мощность: 53Вт
  Срок:  дней";Серия Road ST;29415;Срок производства не более 10-14 дней;;;1012512742;Эконекс;РФ
51;Светильник Econex Road 50 W3 5000K G2 ST;"Светильник Econex Road 50 W3 5000K G2 ST
  Световой поток: 8830
  Мощность: 53Вт
  Срок:  дней";Серия Road ST;21460;Срок производства не более 10-14 дней;;;1012512739;Эконекс;РФ
52;Светильник Econex Road 50 W3 5000K G2 ST AN;"Светильник Econex Road 50 W3 5000K G2 ST AN
  Световой поток: 8830
  Мощность: 53Вт
  Срок:  дней";Серия Road ST;25075;Срок производства не более 10-14 дней;;;1012512741;Эконекс;РФ
53;Светильник Econex Road 50 W3 5000K G2 ST ND;"Светильник Econex Road 50 W3 5000K G2 ST ND
  Световой поток: 8830
  Мощность: 53Вт
  Срок:  дней";Серия Road ST;29415;Срок производства не более 10-14 дней;;;1012512743;Эконекс;РФ
54;Светильник Econex Road 60 W3 4000K G2 ST;"Светильник Econex Road 60 W3 4000K G2 ST
  Световой поток: 9620
  Мощность: 62Вт
  Срок:  дней";Серия Road ST;24530;Срок производства не более 10-14 дней;;;1012512563;Эконекс;РФ
55;Светильник Econex Road 60 W3 4000K G2 ST AN;"Светильник Econex Road 60 W3 4000K G2 ST AN
  Световой поток: 9620
  Мощность: 62Вт
  Срок:  дней";Серия Road ST;25610;Срок производства не более 10-14 дней;;;1012512565;Эконекс;РФ
56;Светильник Econex Road 60 W3 4000K G2 ST ND;"Светильник Econex Road 60 W3 4000K G2 ST ND
  Световой поток: 9620
  Мощность: 62Вт
  Срок:  дней";Серия Road ST;29950;Срок производства не более 10-14 дней;;;1012512569;Эконекс;РФ
57;Светильник Econex Road 60 W3 5000K G2 ST;"Светильник Econex Road 60 W3 5000K G2 ST
  Световой поток: 9620
  Мощность: 62Вт
  Срок:  дней";Серия Road ST;24530;Срок производства не более 10-14 дней;;;1012512564;Эконекс;РФ
58;Светильник Econex Road 60 W3 5000K G2 ST AN;"Светильник Econex Road 60 W3 5000K G2 ST AN
  Световой поток: 9620
  Мощность: 62Вт
  Срок:  дней";Серия Road ST;25610;Срок производства не более 10-14 дней;;;1012512566;Эконекс;РФ
59;Светильник Econex Road 60 W3 5000K G2 ST ND;"Светильник Econex Road 60 W3 5000K G2 ST ND
  Световой поток: 9620
  Мощность: 62Вт
  Срок:  дней";Серия Road ST;29950;Срок производства не более 10-14 дней;;;1012512567;Эконекс;РФ
60;Светильник Econex Road 70 W3 4000K G2 ST;"Светильник Econex Road 70 W3 4000K G2 ST
  Световой поток: 10700
  Мощность: 69Вт
  Срок:  дней";Серия Road ST;28585;Срок производства не более 10-14 дней;;;1012512580;Эконекс;РФ
61;Светильник Econex Road 70 W3 4000K G2 ST AN;"Светильник Econex Road 70 W3 4000K G2 ST AN
  Световой поток: 10700
  Мощность: 69Вт
  Срок:  дней";Серия Road ST;29048;Срок производства не более 10-14 дней;;;1012512582;Эконекс;РФ
62;Светильник Econex Road 70 W3 4000K G2 ST ND;"Светильник Econex Road 70 W3 4000K G2 ST ND
  Световой поток: 10700
  Мощность: 69Вт
  Срок:  дней";Серия Road ST;33665;Срок производства не более 10-14 дней;;;1012512584;Эконекс;РФ
63;Светильник Econex Road 70 W3 5000K G2 ST;"Светильник Econex Road 70 W3 5000K G2 ST
  Световой поток: 10700
  Мощность: 69Вт
  Срок:  дней";Серия Road ST;28585;Срок производства не более 10-14 дней;;;1012512581;Эконекс;РФ
64;Светильник Econex Road 70 W3 5000K G2 ST AN;"Светильник Econex Road 70 W3 5000K G2 ST AN
  Световой поток: 10700
  Мощность: 69Вт
  Срок:  дней";Серия Road ST;29048;Срок производства не более 10-14 дней;;;1012512583;Эконекс;РФ
65;Светильник Econex Road 70 W3 5000K G2 ST ND;"Светильник Econex Road 70 W3 5000K G2 ST ND
  Световой поток: 10700
  Мощность: 69Вт
  Срок:  дней";Серия Road ST;33665;Срок производства не более 10-14 дней;;;1012512585;Эконекс;РФ
66;Светильник Econex Road 90 W3 4000K G2 ST;"Светильник Econex Road 90 W3 4000K G2 ST
  Световой поток: 13240
  Мощность: 80Вт
  Срок:  дней";Серия Road ST;33681;Срок производства не более 10-14 дней;;;1012512750;Эконекс;РФ
67;Светильник Econex Road 90 W3 4000K G2 ST AN;"Светильник Econex Road 90 W3 4000K G2 ST AN
  Световой поток: 13240
  Мощность: 80Вт
  Срок:  дней";Серия Road ST;35213;Срок производства не более 10-14 дней;;;1012512752;Эконекс;РФ
68;Светильник Econex Road 90 W3 4000K G2 ST ND;"Светильник Econex Road 90 W3 4000K G2 ST ND
  Световой поток: 13240
  Мощность: 80Вт
  Срок:  дней";Серия Road ST;39830;Срок производства не более 10-14 дней;;;1012512754;Эконекс;РФ
69;Светильник Econex Road 90 W3 5000K G2 ST;"Светильник Econex Road 90 W3 5000K G2 ST
  Световой поток: 13240
  Мощность: 80Вт
  Срок:  дней";Серия Road ST;33681;Срок производства не более 10-14 дней;;;1012512751;Эконекс;РФ
70;Светильник Econex Road 90 W3 5000K G2 ST AN;"Светильник Econex Road 90 W3 5000K G2 ST AN
  Световой поток: 13240
  Мощность: 80Вт
  Срок:  дней";Серия Road ST;35213;Срок производства не более 10-14 дней;;;1012512753;Эконекс;РФ
71;Светильник Econex Road 90 W3 5000K G2 ST ND;"Светильник Econex Road 90 W3 5000K G2 ST ND
  Световой поток: 13240
  Мощность: 80Вт
  Срок:  дней";Серия Road ST;39830;Срок производства не более 10-14 дней;;;1012512755;Эконекс;РФ
72;Светильник Econex Road 120 W3 4000K G2 ST;"Светильник Econex Road 120 W3 4000K G2 ST
  Световой поток: 19260
  Мощность: 124Вт
  Срок:  дней";Серия Road ST;38722;Срок производства не более 10-14 дней;;;1012512616;Эконекс;РФ
73;Светильник Econex Road 120 W3 4000K G2 ST AN;"Светильник Econex Road 120 W3 4000K G2 ST AN
  Световой поток: 19260
  Мощность: 124Вт
  Срок:  дней";Серия Road ST;42611;Срок производства не более 10-14 дней;;;1012512618;Эконекс;РФ
74;Светильник Econex Road 120 W3 4000K G2 ST ND;"Светильник Econex Road 120 W3 4000K G2 ST ND
  Световой поток: 19260
  Мощность: 124Вт
  Срок:  дней";Серия Road ST;47433;Срок производства не более 10-14 дней;;;1012512620;Эконекс;РФ
75;Светильник Econex Road 120 W3 5000K G2 ST;"Светильник Econex Road 120 W3 5000K G2 ST
  Световой поток: 19260
  Мощность: 124Вт
  Срок:  дней";Серия Road ST;38722;Срок производства не более 10-14 дней;;;1012512617;Эконекс;РФ
76;Светильник Econex Road 120 W3 5000K G2 ST AN;"Светильник Econex Road 120 W3 5000K G2 ST AN
  Световой поток: 19260
  Мощность: 124Вт
  Срок:  дней";Серия Road ST;42611;Срок производства не более 10-14 дней;;;1012512619;Эконекс;РФ
77;Светильник Econex Road 120 W3 5000K G2 ST ND;"Светильник Econex Road 120 W3 5000K G2 ST ND
  Световой поток: 19260
  Мощность: 124Вт
  Срок:  дней";Серия Road ST;47433;Срок производства не более 10-14 дней;;;1012512621;Эконекс;РФ
78;Светильник Econex Road 140 W3 4000K G2 ST;"Светильник Econex Road 140 W3 4000K G2 ST
  Световой поток: 21400
  Мощность: 138Вт
  Срок:  дней";Серия Road ST;44030;Срок производства не более 10-14 дней;;;1012512628;Эконекс;РФ
79;Светильник Econex Road 140 W3 4000K G2 ST AN;"Светильник Econex Road 140 W3 4000K G2 ST AN
  Световой поток: 21400
  Мощность: 138Вт
  Срок:  дней";Серия Road ST;44030;Срок производства не более 10-14 дней;;;1012512630;Эконекс;РФ
80;Светильник Econex Road 140 W3 4000K G2 ST ND;"Светильник Econex Road 140 W3 4000K G2 ST ND
  Световой поток: 21400
  Мощность: 138Вт
  Срок:  дней";Серия Road ST;48345;Срок производства не более 10-14 дней;;;1012512632;Эконекс;РФ
81;Светильник Econex Road 140 W3 5000K G2 ST;"Светильник Econex Road 140 W3 5000K G2 ST
  Световой поток: 21400
  Мощность: 138Вт
  Срок:  дней";Серия Road ST;44030;Срок производства не более 10-14 дней;;;1012512629;Эконекс;РФ
82;Светильник Econex Road 140 W3 5000K G2 ST AN;"Светильник Econex Road 140 W3 5000K G2 ST AN
  Световой поток: 21400
  Мощность: 138Вт
  Срок:  дней";Серия Road ST;44030;Срок производства не более 10-14 дней;;;1012512631;Эконекс;РФ
83;Светильник Econex Road 140 W3 5000K G2 ST ND;"Светильник Econex Road 140 W3 5000K G2 ST ND
  Световой поток: 21400
  Мощность: 138Вт
  Срок:  дней";Серия Road ST;48345;Срок производства не более 10-14 дней;;;1012512633;Эконекс;РФ
84;Светильник Econex Road 160 W3 4000K G2 ST;"Светильник Econex Road 160 W3 4000K G2 ST
  Световой поток: 25680
  Мощность: 166Вт
  Срок:  дней";Серия Road ST;50067;Срок производства не более 10-14 дней;;;1012512640;Эконекс;РФ
85;Светильник Econex Road 160 W3 4000K G2 ST AN;"Светильник Econex Road 160 W3 4000K G2 ST AN
  Световой поток: 25680
  Мощность: 166Вт
  Срок:  дней";Серия Road ST;50067;Срок производства не более 10-14 дней;;;1012512642;Эконекс;РФ
86;Светильник Econex Road 160 W3 4000K G2 ST ND;"Светильник Econex Road 160 W3 4000K G2 ST ND
  Световой поток: 25680
  Мощность: 166Вт
  Срок:  дней";Серия Road ST;54889;Срок производства не более 10-14 дней;;;1012512644;Эконекс;РФ
87;Светильник Econex Road 160 W3 5000K G2 ST;"Светильник Econex Road 160 W3 5000K G2 ST
  Световой поток: 25680
  Мощность: 166Вт
  Срок:  дней";Серия Road ST;50067;Срок производства не более 10-14 дней;;;1012512641;Эконекс;РФ
88;Светильник Econex Road 160 W3 5000K G2 ST AN;"Светильник Econex Road 160 W3 5000K G2 ST AN
  Световой поток: 25680
  Мощность: 166Вт
  Срок:  дней";Серия Road ST;50067;Срок производства не более 10-14 дней;;;1012512643;Эконекс;РФ
89;Светильник Econex Road 160 W3 5000K G2 ST ND;"Светильник Econex Road 160 W3 5000K G2 ST ND
  Световой поток: 25680
  Мощность: 166Вт
  Срок:  дней";Серия Road ST;54889;Срок производства не более 10-14 дней;;;1012512645;Эконекс;РФ
90;Светильник Econex Road 60 W3 4000K G2 IcePro;"Светильник Econex Road 60 W3 4000K G2 IcePro
  Световой поток: 9700
  Мощность: 57Вт
  Срок:  дней";Серия Road G2 IcePro;34728;Срок производства не более 10-14 дней;;;1014714432;Эконекс;РФ
91;Светильник Econex Road 60 W3 5000K G2 IcePro;"Светильник Econex Road 60 W3 5000K G2 IcePro
  Световой поток: 9700
  Мощность: 57Вт
  Срок:  дней";Серия Road G2 IcePro;34728;Срок производства не более 10-14 дней;;;1014714431;Эконекс;РФ
92;Светильник Econex Road 70 W3 4000K G2 IcePro;"Светильник Econex Road 70 W3 4000K G2 IcePro
  Световой поток: 12000
  Мощность: 70Вт
  Срок:  дней";Серия Road G2 IcePro;38238;Срок производства не более 10-14 дней;;;1014714434;Эконекс;РФ
93;Светильник Econex Road 70 W3 5000K G2 IcePro;"Светильник Econex Road 70 W3 5000K G2 IcePro
  Световой поток: 12000
  Мощность: 70Вт
  Срок:  дней";Серия Road G2 IcePro;38238;Срок производства не более 10-14 дней;;;1014714433;Эконекс;РФ
94;Светильник Econex Road 100 W3 4000K G2 IcePro;"Светильник Econex Road 100 W3 4000K G2 IcePro
  Световой поток: 16700
  Мощность: 98Вт
  Срок:  дней";Серия Road G2 IcePro;41513;Срок производства не более 10-14 дней;;;1014714436;Эконекс;РФ
95;Светильник Econex Road 100 W3 5000K G2 IcePro;"Светильник Econex Road 100 W3 5000K G2 IcePro
  Световой поток: 16700
  Мощность: 98Вт
  Срок:  дней";Серия Road G2 IcePro;41513;Срок производства не более 10-14 дней;;;1014714435;Эконекс;РФ
96;Светильник Econex Road 120 W3 4000K G2 IcePro;"Светильник Econex Road 120 W3 4000K G2 IcePro
  Световой поток: 20600
  Мощность: 121Вт
  Срок:  дней";Серия Road G2 IcePro;49813;Срок производства не более 10-14 дней;;;1014714438;Эконекс;РФ
97;Светильник Econex Road 120 W3 5000K G2 IcePro;"Светильник Econex Road 120 W3 5000K G2 IcePro
  Световой поток: 20600
  Мощность: 121Вт
  Срок:  дней";Серия Road G2 IcePro;49813;Срок производства не более 10-14 дней;;;1014714437;Эконекс;РФ
98;Светильник Econex Road 140 W3 4000K G2 IcePro;"Светильник Econex Road 140 W3 4000K G2 IcePro
  Световой поток: 24000
  Мощность: 141Вт
  Срок:  дней";Серия Road G2 IcePro;51163;Срок производства не более 10-14 дней;;;1014714440;Эконекс;РФ
99;Светильник Econex Road 140 W3 5000K G2 IcePro;"Светильник Econex Road 140 W3 5000K G2 IcePro
  Световой поток: 24000
  Мощность: 141Вт
  Срок:  дней";Серия Road G2 IcePro;51163;Срок производства не более 10-14 дней;;;1014714439;Эконекс;РФ
100;Комплект крепления 21-03;"Комплект крепления 21-03
  Световой поток: Крепление на стену для уличных светильников, с шагом фиксации 15°
  Мощность: Вт
  Срок: 21 дней";Дополнительные элементы для Road;813;Срок производства не более 10-14 дней;;;2100003;Эконекс;РФ
101;Комплект крепления 24-01;"Комплект крепления 24-01
  Световой поток: Крепление на любую ровную поверхность для серии Econex Energy, с шагом фиксации 15°
  Мощность: Вт
  Срок: 21 дней";Дополнительные элементы для Road;873;Срок производства не более 10-14 дней;;;2400001;Эконекс;РФ
102;Комплект крепления 24-02;"Комплект крепления 24-02
  Световой поток: Крепление на трубу 40-50 мм для серии Econex Energy, с шагом фиксации 15°
  Мощность: Вт
  Срок: 21 дней";Дополнительные элементы для Road;1030;Срок производства не более 10-14 дней;;;2400002;Эконекс;РФ
103;Комплект подключения IP 65 24-06;"Комплект подключения IP 65 24-06
  Световой поток: 
  Мощность: Вт
  Срок:  дней";Дополнительные элементы для Road;1000;Срок производства не более 10-14 дней;;;2400006;Эконекс;РФ
104;Модуль грозозащиты;"Модуль грозозащиты
  Световой поток: Модуль защиты от импульсов высокого напряжения до 20 кВ
  Мощность: Вт
  Срок: 21 дней";Дополнительные элементы для Road;1894;Срок производства не более 10-14 дней;;;3900001;Эконекс;РФ
105;Светильник Econex SkyX 120 D90 5000K G2;"Светильник Econex SkyX 120 D90 5000K G2
  Световой поток: 18200
  Мощность: 114Вт
  Срок: 21 дней";Серия SkyX G2;23180;Срок производства не более 10-14 дней;;;1412051;Эконекс;РФ
106;Светильник Econex SkyX 120 D60 5000K G2;"Светильник Econex SkyX 120 D60 5000K G2
  Световой поток: 18200
  Мощность: 114Вт
  Срок: 21 дней";Серия SkyX G2;23180;Срок производства не более 10-14 дней;;;1412055;Эконекс;РФ
107;Светильник Econex SkyX 120 D23 5000K G2;"Светильник Econex SkyX 120 D23 5000K G2
  Световой поток: 15600
  Мощность: 114Вт
  Срок: 21 дней";Серия SkyX G2;28788;Срок производства не более 10-14 дней;;;1412056;Эконекс;РФ
108;Светильник Econex SkyX 120 D25 5000K G2;"Светильник Econex SkyX 120 D25 5000K G2
  Световой поток: 16300
  Мощность: 114Вт
  Срок: 21 дней";Серия SkyX G2;23612;Срок производства не более 10-14 дней;;;1412059;Эконекс;РФ
